,별점,리뷰,추천 수,비추천 수
534,8,관람객영화중간중간 한숨 쉬며봤다..한국현실의 팩트다..그래서 더욱 한숨이 난다 ,9,1
535,10,지금 일하고 있는 내 자리도 IMF의 산물이라는걸 알고 잠깐 충격에 빠졌음. 그 당시 우리가 처했던 현실묘사가 소름끼치게 잘되어 있음.  3개의별의 IMF 당시 대처에 대한 현실고증까지.  지금의 20대들이 꼭 한번...,9,1
536,10,내 경제관점을 다시한번 돌아보게 해주는 영화 왜 공무원시험에 목메는지 부익부 빈익빈 후...  참담합니다. ,9,1
537,8,관람객어릴때  느끼지 못했던 경제문제에 대해서 좀더 확실하게 알수있게되서 좋았고 부모님들에 대한 감사함과 희생을  다시한번 느낄수있었던 것 같습니다.현 사회에 대해서도 다시 한번 생각하게끔하는 계기를 제시해주는 영화라고 ...,9,1
538,10,IMF를 안겪어봤는데 그 힘든 시기를 겪으신 분들이 너무 대단하심... ,9,1
539,8,그 때.   고려증권 다닌 사람임.   아련하네.  다들 무사 하시려나? ,9,1
540,10,많은 것을 생각해보게 끔 하는 영화이다. 배우들 연기력도 갑 ㅎㅎ ,9,1
541,10,국민의 알권리를 개무시했다가 국민들만 죽어나갔네 ,9,1
542,8,국민들이 꼭~ 봐야 할것같구요~ 아무도 믿지말고 자신만 믿으라는 말에 공감이 갔습니다 나쁜쪽으로 머리가 비상한놈들이 나라를 들었다놨다하네요 국민들이 죽든말든 자기들 이익을 위해 움직이는것들 싹다 끓어 내려야 한다고 ...,9,1
543,9,배우들 연기도 좋고 영화도 짜임새 있다.최고의 영화는 아니지만 90점이상 주고싶은 영화. ,9,1
544,10,이건 단순연기가 아니라 학습이지. 마지막 한지민씬에서 메세지 전달하잖냐 이나라 가계부채 폭탄으로 다시 IMF 구제요청순간 올수도 있다.나라 믿지 말고 개인전 준비 잘하자 ㅇㅋ? 이뜻이다.월 10월 2달걸쳐서 2만 3...,9,1
545,10,지금도 영화와 비슷한 상황은 아닐지 걱정이 된다. ,9,1
546,10,이번년도 최고로 인상깊게 본 영화 다소 전문용어들이 등장해서 어려운 부분이 있지만 쉽게 설명해줘서 금방 이해할듯. 무엇보다 배우들의 연기가 압권 추천합니다. ,9,1
547,8,허준호님 연기가 지려버립니다... ,9,1
548,10,영화 내 정부 대응 태도를 보면서 세월호사건이 계속 떠올랐습니다.정부에 무지하고 무관심했기에 이렇게 국민을 기만했구나 싶은 생각이 들면서 비극이 되풀이 되지 않기 위해 꼭 보셨으면 좋겠어요! ,9,1
549,10,관람객이런게 공포영화지...진짜 무서운 공.포.영.화 ,9,1
550,8,관람객IMF세대가 아니여도 공감되는 영화 배우들 연기도 좋았어요 ,9,1
551,5,진부한 구도로는 부족했는지 역사 왜곡까지 첨가해버렸다 ,10,2
552,1,너무 과장이 심하고 특정 정치색이 너무 강함. 쩝쩝거리는 그 새끼와 그의 지지자들이나 좋아할만한 영화 한마디로 개돼지용 ,10,2
553,8,유아인 연기 최고!!!유아인 윤정학 스토리가 고구마 같은 스토리에 사이다 같아서 젤 흥미진진했습니다. ,10,2
554,10,최고다!! 유아인 연기 너무 잘해요 ,10,2
555,10,힘든 시기를 견뎌내신 분들께 경의를 표합니다. ,10,2
556,10,연기도 좋고 영화도 재미있었음. IMF가 왜 터지게 되었는지 다시 한번 생각할 수있게 해준다는 것만으로도 평점 10점을 충분히 받을만한 영화 ,10,2
557,10,볼만하다  imf  격은 사람은 볼만합니다 ,10,2
558,10,나는 허준호의 표정을 안다. 그때의 아버지 얼굴이 보였다. ,10,2
559,10,돈주고 영화관에서 본거 안 아까움. 이런 영화는 중고등 대학교에서 교육용 영화로 틀어줘야 함. 정말 강추! 그 때보다 더 힘든 시기라는 요즘 같은 시대에 깊이 곱씹어볼 영화!!! ,10,2
560,9,수작이다. 그 당시의 그 음울했던 분위기를 잘 살렸고 또한 코너에 몰린 사장님의 압박감을 잘 표현했다. 또한  그러한 위기를 넘긴 사장님들이 변하는 과정 또한 현실적으로 잘 그려냈다. 오히려 김혜수가 연기한 캐릭터가...,10,2
561,10,1997년을 직접 겪은 사람으로서 추천 한표 드립니다. 다만 그때 경제 지표와 지금 지표가 너무 닮아 있다는걸 지금 젊은 분들은 알고 계신지. 조만간 힘든 시기가 올테니 잘 대비하시길 바랍니다. 무지한데 고집까지 쎈...,10,2
562,9,관람객엄마 아빠 고생하셨어요... ,10,2
563,10,관람객누구도 믿지 말고 너만 믿어라는 말이 정말 공감이 되네요 ,10,2
564,10,보는 내내 너무 화가 나고 이입이 될만큼 출연진들의 연기력이 돋보이는 영화. 그 시대의 고생하신 모든 분들께 다시 한번 감사와 존경의 박수를 보냅니다. ,10,2
565,10,이 영화를 보고 암도 절레절레. 농담이 아니라 우리집도 금모으기 운동에 적극 동참하였지만... 국민들이 아무리 합심해도 저기 계신 어른들의 손안에 놀아날 수 밖에 없는 비참한 대한민국의 현실을 여지없이 보여주는 수작...,10,2
566,2,영화는 영화일분 왜곡이 너무 심하네요 ,11,3
567,3,지나친 계몽이라 몰입이 안되었네요... 극중 김혜수가 감독의 페르소나인가? 라 생각이 드니. 왠지 너무 슬펐어요. ,11,3
568,10,위기는 반복된다. 두번 지기는 싫다. 머리론 당연히 알고있는 사실인데 띵 하고 맞은 기분입니다. 영화 너무 좋았습니다. ,11,3
569,10,관람객출연진들 연기력에 영화 보면서 중간중간 소름이..재미있게 잘봤습니다 ,11,3
570,9,관람객시나리오도 교육적이고 연기도 좋았지만  왜 재미는 없다고 느껴질까? 영화관 안에서  여러 사람들이  자주 핸드폰을 확인하는 불빛을 불쾌하게 보면서 드는 생각이었다. ,11,3
571,10,현재 문재앙상황이네요 ,12,4
572,10,지금 우리나라 경제도 걱정입니다. 유아인 배우님 연기력이 정말 대단하십니다. ,12,4
573,4,"여자가 나라를 구하려고 애쓴다는 영화... 여자는 악역이 한명도 없고 유능하고 남자는 다 찌질하고 무능함...   IMF때 다들 어버버 했지, 그리고 무슨 한은에 여성팀장이 있었다고... 그때는 과장제였고 여자과장은...",12,4
574,10,유아인 조우진 연기력 오진다..조우진은 그냥 말이 안나올 정도로 잘함.. ,12,4
575,9,이 영화가 무서운 이유는 과거가 아니라 문재인 정권이 유지되는한 조만간 또한번 겪게될 미래일수도 있기 때문이다 ,12,4
576,10,"이래 힘들게 일궈온 울 경제가 또다시 평화정권이라는 간판걸고, 국민을 속이고 있는건 아닌지 의심스러워졌다. 주변에 장사하는 친척이 힘들고, 직장에서 일찍 명퇴한 사람들이 많은데 뉴스를 틀면 국가원수는 북한얘기하며 웃...",12,4
577,10,"관람객김혜수,유아인,조우진 배우의 연기가 너무 숨막혔던 영화ㅠㅠ ",12,4
578,10,유아인 짱!!!! 꼴페미들은 비추 누르겠지?ㅋㅋ ,12,4
579,10,관람객한국인이라면 꼭보고 깨어있어야할 영화 ,12,4
580,8,이 영화를 통해 많은 교훈을 얻었다 확실한 것은 또 IMF가 터진다면 97년도때 보다 더 심해질것 같다는 생각이 들었다 지금 현재에 만족하면 안된다 라는걸 이 영화가 보여주고 있다고 생각했다 ,12,4
581,1,"너무 한 쪽의 시각에서만 IMF를 바라본 것 같아 보는 내내 불편했습니다. 반미, 반재벌을 부추기는 현 좌파정권의 시각이 고스란히 반영된 영화네요. ",13,5
582,1,"반미, 반재벌,친페미 아주 뽕짝으로 잘 어우려진 선동영화. 거기다 배우는 뭔 새로운 비밀이라도 폭로하는 다큐인냥 나대기까지, 영화로 역사를 배웠다고 착각하는 개돼지에겐 성공적인 영화일듯 ",13,5
583,10,유아인 연기력 미친... 이제 믿고 보는 배우가 된 듯... 뭐 저런 젊은 사람이 중년급 연기를 펼치나 싶을 정도... 김혜수 연기도 갑~~ ,13,5
584,10,유아인님의 그 특유한 목소리에 풍덩 빠져들면서 봤더랬죠... 영화보는 내내 예언을 잘 맞추시고.. 김혜수님 역시 나라경제를 지키려고 하는 모습들을 보면서 정말 좋았습니다. ,13,5
585,10,"답답하고 씁쓸한 상황에 그나마 유아인의 윤정학 캐릭터가 숨통을 트여주는 감초 역할을 하네요.  유아인의 연기 몰입도 최고였고, 조우진씨  허준호씨 모두 최고였습니다.   그시절을 견뎌낸 분들이 대단하게 느껴지네요 ",13,5
586,10,믿고보는 유아인!! 영화에 빠져들었음 ,13,5
587,10,연출 스토리 연기 깔끔하게 잘나온 영화. 평점 낮게준 애들 대다수가 급식들. 감동도있고 긴장감도 있고 몰입해서 봄. 올해 한국영화중 손가락안에 들어갈 정도로 잘뽑은 영화 ,13,5
588,10,"그 시대를 겪어왔던 세대로 내용이 공감되며, 구성의 짜임새도 좋았어요 배우들 연기는 말할 것도 없구요 ",13,5
589,9,영화 깔끔하고 좋다! 극적인것들 좋아하는 분들은 지루할수도.. 글고 조조 상영전에 별점다는분들은  시사회로 영화 미리 보신 분들 아닐까요? 알바라 보기엔 좀.. ,13,5
590,1,대안이 뭔 일본한테 빌리느니 채권을 파느니 개소리를 지껄이는데 현실성이 0%인데 주인공이 옳은것처럼 연출하네ㅋㅋ ,14,6
591,1,좌파정권들어서 영화판도 좌파가 잡았다더니 재미가 없어지네 개판이네 ,14,6
592,10,유아인 등..모두 최고 ,14,6
593,1,영화적 요소 좋아하네. 10년동안 모은 국고를 사치로 1년만에 해쳐먹은 민비년을 20년 전에 방영된 드라마 하나 보고 아직도 국모라고 빨아대는 나라에서 ,15,7
594,10,투자자들 앞에서 스피치하는 유아인에 반하고 김혜수의 카리스마에 치이네 관람후 부모님께 존경심이 듭니다ㅠ ,16,8
595,10,먹먹하고 화나고.. 생각이 많아지게 하는 영화.흠 잡을 데가 없었다. 개인적으로 올해 최고의 영화. ,16,8
596,1,"실화를 바탕으로 만든 영화지만 내용은 구라치고있네요. 협상자리에 팀장급은 끼지도 못하는데 있고, 그리고 실재로는 재경부가 imf 구재금융에 부정적이었고(대선 얼마 안남아서), 한은 이경식 총재만 찬성이었음. 그리고 ...",17,9
597,10,윗 대가리가 싸 논 똥은 늘 서민들이 피똥싸며 수습한다는 인류 역사 만고 불변의 진리를 다시 한 번 깨닫게 해 준 영화.꼭 봐라.개 돼지 취급 받고 싶지 않다면. ,17,9
598,9,끝까지 집중해서 볼 수 밖에 없어여 ,17,9
599,10,"올해 제일 기억에 남는 영화, 현재까진 서치와 국부날입니다.국부날은 전만적인 영화의 재미요소 보다 그 시대를 거쳐 온 입장에서 다시금 20년전 상황을 상기시키고, 많은 생각을 하게 하는 영화라서 좋았습니다..^^ ",18,10
600,6,김영삼 정부를 비판하려다 의도치않게 문재인 정부를 저격한 영화. ,19,11
601,1,"지난 날의 사건을 기반으로 이야기를 쓸 거면, 최소한 기본적인 뼈대는 사실에 입각해야지, 이건 뭐.. 한은과 재경원의 입장을 정반대로 풀어놓고 ㅉㅉ 모피아 음모론에 심취한 나머지 사실을 왜곡하니 이런 졸작이 나온다....",19,11
602,1,"모라토리움 선언하면 수출입 모두 안되고 국가붕괴인데 IMF보다 낫다는 영화 주인공 ㅋㅋㅋ IMF는 한국은행이 가장 먼저 제안했는데 보수 정권을 악의축으로 만들려고 사실관계 왜곡, 너무 선동할려는 영화라서 별로다 ",20,12
603,10,혜수언니 알랴뷰~♡사랑해요~믿고보는 대한민국 탑배우~♥ ,21,13
604,10,김혜수 배우님 역할도 연기도 너무 멋있었습니다. ,21,13
605,9,"대깨문들이 제발 이거 보고 정신차렸으면, 문재인이 지금 이대로 가고 있잖아.. 무슨 일이 있어도 제2차 IMF는 옵니다. 금 모아두세요 ",22,14
606,10,유아인은 점쟁이 였고 김혜수는 괴로워 했으며 허준호는 가장 이었다. ,52,44
607,10,유아인 연기는 까방권..;;; 갓혜수언니랑 우리나라의 안타까운 현실을 잘 표현함. 마음이 아파서 잘 못보겠음. ,65,57
608,1,누굴 믿어야될지 모르는 정치판 ,7,0
609,1,"현실로 다가오는 씁쓸한 전주곡, 오리엔테이션 ",7,0
610,10,"기억난다. 흥청망청, 해외여행, 해외선물, 사치재 소비때문에 외화가 말라간다던 뉴스들... 금모으던 때가 생각나서 열불 난다. 정말... 가상이 아니라 진짜 있었던 일이라 너무 슬프다. ",7,0
611,10,그치!  지금도 달라진게없다는 말 확 와닫네! ,7,0
612,10,마지막 장면이 킬링파트 인듯 바뀌지않은 현재.... ,7,0
613,8,"와,,추석특선으로보는데 진짜 빠져든다 IMF당시 8살이었던 내가 뭘알았을까  지금 영화로 실제 생동감 느껴지는거 같다 하..진짜 안일했던 우리 모습. 보는내내 너무 속상하고 마음이 쓰리다 ",7,0
614,10,언론과 나라에서 하는 말을 곧이 곧대로 들으면 좇 된다는 것을 다시한번 깨달음. ,7,0
615,10,"지금 비정규직이 imf잔재라는게 너무 충격이고,,,, 위기를 이용해 이익 취하는 OOO들이 저때도 잇었고, 지금도 있어서 개 열받음. 그래놓고 국민은 아나바다, 금모으기 운동등으로 국채를 갚고 OOㅠㅠㅠㅠ ",7,0
616,10,"기대없이봤는데 가슴이먹먹해지는영화네요. 저때는 워낙 어릴때라 잘몰랐는데 저때당시에 한국경제상황과 국가부도로인해 득본사람,망한사람 모든상황들을 보여줘서 정말 감명깊게봤습니다! ",7,0
617,10,잊지못할 역사입니다 뜬눈으로 세상을 바라볼 것. ,7,0
618,10,영화 훌륭하다 ...미루다 이제야 봤네요 ,7,0
619,10,영화 보는중에도 몇번이나 감탄했는지 모릅니다.몰입력이대단합니다.너무 슬프고 화나고 적나라하고 뼈아픈 현실. 국가는 국민에게 사기를 치고 책임없이 대기업과 거대자본만을 위해 국민들의 삶과생계를 내팽겨쳐버리는 국가치욕을...,7,0
620,9,그당시 난 21살의 대학생 이었다.거의 매일 뉴스에서는 어느어느기업이 부도가 났다는 뉴스가 들렸고  자살소식도 많이 나왔다  하지만 나같은 서민의 자식은 항상 어려운건 똑같았기에 그런것들이 그냥 남의얘기로만 느껴졌다...,7,0
